Subj,zygosity,Age,FE,Update_all,exp_all,fam_all,viv_all,neg_all,EEAll,learning_all,subjectivelearning,N_Correct_perc,Subj,FE,Gender,Age.Gender
92302,DZ,62,33.4,0.125,1.65,1.65,1.7,3.4,26.2,0.156005225,-0.088885094,7.5,92302,33.4,1,62
92311,DZ,55,20.325,0.725,1.7,2.05,1.8,3.75,23.225,0.126173493,0.009491542,7.5,92311,20.325,1,55
92312,DZ,55,36.35,4.65,1.25,2.2,2.4,4.45,16,-0.046863063,0.860406912,2.5,92312,36.35,1,55
92821,MZ,67,43.85,23.25,1.15,3.5,2.2,3.85,21.5,0.708603169,0.574817228,5,92821,43.85,1,67
92822,MZ,67,24.9,2.35,1.3,4.4,2,4.45,25.15,0.238600409,0.460393044,0,92822,24.9,1,67
94161,DZ,35,43.175,11.95,1.6,2.35,4.9,5.25,23.925,0.005277618,0.2598133,2.5,94161,43.175,1,35
94162,DZ,35,26.875,0.3,1.75,1.95,2.1,5.6,21.875,0.25793354,0.45323704,0,94162,26.875,1,35
94241,DZ,63,25.85,-0.425,1.45,3.3,2.7,4.3,22.05,0.117940285,-0.094214133,2.5,94241,25.85,1,63
94242,DZ,63,33.75,10.45,1.9,2.15,4.15,4.95,24.1,0.132681934,0.021900064,2.5,94242,33.75,1,63
94271,MZ,48,46.075,13.5,2.05,1.9,2.1,5.5,19.875,0.296564463,0.446359648,5,94271,46.075,1,48
94272,MZ,48,40.85,7.8,1.35,1.55,1,5,18.25,0.389932518,0.686241386,0,94272,40.85,1,48
94511,MZ,53,19.675,3.525,1.7,4.3,4.45,2.35,30.225,-0.064660581,0.821022106,0,94511,19.675,1,53
94512,MZ,53,12.625,0.075,1.4,1.45,1.65,1.25,33.475,0.298195787,0.981978371,0,94512,12.625,1,53
94571,DZ,56,35.7,22.025,1.45,3.35,4.05,4.5,20.2,0.811128619,0.908692821,7.5,94571,35.7,1,56
94572,DZ,56,29.85,3.95,1.55,3.45,3.35,5.1,16.7,0.111730286,0.125827015,5,94572,29.85,1,56
94651,DZ,62,37.1,6.45,1.25,4.4,4.45,4.95,15.85,0.127489657,0.373520142,2.5,94651,37.1,1,62
94652,DZ,62,24.825,1.875,1.35,2.75,3.25,3.8,22.625,0.131134453,0.297794373,2.5,94652,24.825,1,62
95261,DZ,51,19.95,4.275,1.15,1.95,2.3,4.6,24.15,-0.084528923,0.178582068,5,95261,19.95,1,51
95262,DZ,51,23.9,-6.375,1.65,4.7,5.3,5.1,21.75,0.187924538,-0.06263589,5,95262,23.9,1,51
95551,MZ,43,26.075,11.075,1.5,4.8,4.85,4.15,22.125,0.477980591,0.375269022,2.5,95551,26.075,1,43
95552,MZ,43,32.625,12.375,2.05,3.65,4.3,4.7,19.425,0.522562031,-0.110065474,2.5,95552,32.625,1,43
95961,MZ,51,34.95,17.725,1.3,4.3,5.2,3.15,21.35,0.480658102,0.751520383,10,95961,34.95,1,51
95962,MZ,51,18.85,2.175,1.75,2.4,2.05,4.5,24.85,0.16190091,0.061836982,0,95962,18.85,1,51
96021,MZ,59,38.95,7.925,2,4.05,4.1,3.85,17,0.341915674,0.232060973,2.5,96021,38.95,1,59
96022,MZ,59,41.6,10.9,1.8,4.35,4.9,3.85,14.05,0.343187226,0.518964894,5,96022,41.6,1,59
96511,MZ,53,32.075,1.3,1.85,3.2,3.65,6,22.175,0.330356834,-0.071856614,7.5,96511,32.075,1,53
96512,MZ,53,30.675,7.825,1.8,2.25,2.95,1,26.325,-0.040886578,0.278457142,5,96512,30.675,1,53
96851,MZ,49,24.9,1.325,1.6,3.8,3.95,5.35,24.1,-0.021241222,-0.507057365,7.5,96851,24.9,1,49
96852,MZ,49,34.25,5.65,1.4,2.7,3.4,3.75,20.85,0.198623258,0.628675251,5,96852,34.25,1,49
96921,MZ,40,38.675,3.275,1.3,2.55,2.9,4.3,16.275,0.222552058,0.602874544,5,96921,38.675,1,40
96922,MZ,40,32.275,4.7,1.35,2.6,2.6,4.2,18.225,0.231195263,0.456677734,2.5,96922,32.275,1,40
96981,MZ,59,34.8,19.725,1.2,3,4.65,2.45,27.8,0.601220091,0.571551577,0,96981,34.8,1,59
96982,MZ,59,41.3,0.025,1.75,2.85,3.1,3.5,19.65,0.12572287,0.121787219,2.5,96982,41.3,1,59
97001,MZ,51,34.95,15.15,1.4,1.6,6,4.55,23,-0.032649279,0.813679114,0,97001,34.95,1,51
97002,MZ,51,39.25,8.6,1.65,2.25,5.95,4.7,20.9,0.258892683,0.320597218,2.5,97002,39.25,1,51
98291,DZ,74,23.5,3.875,1.35,1.2,1.4,5.6,26.15,0.030038076,0.83362444,0,98291,23.5,1,74
98292,DZ,74,36.025,5.8,1.45,2.55,2.75,3.45,14.975,0.133189312,0.652720705,2.5,98292,36.025,1,74
98621,DZ,57,19.45,0.675,1.25,3.2,1.25,1,28.1,0.225227638,0.315179326,2.5,98621,19.45,1,57
98622,DZ,57,39.325,11.275,1.6,2.85,2,5.5,18.325,0.318148221,0.242575694,5,98622,39.325,1,57
99301,DZ,73,37.8,11.15,1.5,3.2,3,1.7,18.8,0.472422574,0.270592636,7.5,99301,37.8,1,73
99302,DZ,73,34.425,1.175,1.85,3.2,5.55,4.3,21.875,0.140113034,0.331364811,10,99302,34.425,1,73
99441,DZ,56,37.45,13.525,1.7,2.5,3.35,4.95,25.2,0.32784303,0.095006127,2.5,99441,37.45,1,56
99442,DZ,56,21.2,4.8,1.2,2.85,3.25,3.95,27.8,-0.037609153,-0.135905658,2.5,99442,21.2,1,56
100001,MZ,29,30.025,1.075,1.1,2.6,2.9,3.1,18.575,0.275020216,0.484060786,2.5,100001,30.025,1,29
100002,MZ,29,50.975,7.75,1.65,3.55,3.95,2.8,19.725,0.44951658,0.544492819,0,100002,50.975,1,29
100011,MZ,24,41.075,16.3,1.7,2.9,3.7,4.35,17.775,0.753751448,0.860634188,10,100011,41.075,1,24
100012,MZ,24,45.875,11.775,1.65,1.7,3.45,3.4,19.125,0.51998382,0.301719226,12.5,100012,45.875,1,24
100021,MZ,31,38.1,4.4,1.6,4.35,4.15,4.2,18.9,0.057105162,0.034523692,10,100021,38.1,1,31
100022,MZ,31,32.225,2.225,1.85,2.7,4.7,4,16.075,0.091928773,0.061818842,10,100022,32.225,1,31
100031,MZ,34,28.05,1.45,1.6,3.8,4.05,2.75,23.7,0.008422486,-0.089179516,7.5,100031,28.05,1,34
100032,MZ,34,32.725,4.9,1.25,4.65,3.1,3.95,25.725,0.264383473,0.5029583,2.5,100032,32.725,1,34
100041,MZ,21,37.125,3.15,2.05,4.5,4.35,5.05,15.125,0.457460094,0.006211913,5,100041,37.125,2,42
100042,MZ,21,35.775,0.975,1.8,2.65,3.35,2.95,22.025,0.167302895,0.473107248,2.5,100042,35.775,2,42
100051,MZ,23,40.375,5.375,1.2,1.55,1.15,1.6,17.225,0.040732709,0.868996441,0,100051,40.375,1,23
100052,MZ,23,39.625,7.925,1.2,1.55,1.3,1,17.875,0.396459308,0.766349779,0,100052,39.625,1,23
100061,MZ,22,38.275,8.375,2.05,3.25,4.35,4.3,22.175,0.320092753,0.375767908,7.5,100061,38.275,1,22
100062,MZ,22,40.55,11,2,3.85,4.25,4.7,25.9,0.09578857,-0.08848039,0,100062,40.55,1,22
100071,DZ,29,37.325,12.4,1.65,2.4,2.2,4.45,19.625,-0.126855338,0.151641451,2.5,100071,37.325,1,29
100072,DZ,29,38.5,8.5,2.4,2.75,2.55,5.25,23.85,0.058757907,-0.009636232,2.5,100072,38.5,1,29
100091,MZ,23,43.475,7.9,1.7,3.2,3.7,4.1,12.625,0.376713659,0.746119772,2.5,100091,43.475,2,46
100092,MZ,23,35.075,3.65,1.35,3.45,4.4,3.1,16.875,0.407461493,0.471503678,7.5,100092,35.075,2,46
1000101,DZ,29,37.775,22.125,1.4,2.6,5.45,4.8,22.975,0.68878298,0.640903687,5,1000101,37.775,1,29
1000102,DZ,29,34.525,10.625,1.25,2.45,2.9,4.3,21.725,0.474730286,0.355829594,5,1000102,34.525,1,29
1000111,MZ,45,26.2,0.7,1.25,2.45,3.3,4.05,21.65,-0.037330815,-0.18700775,5,1000111,26.2,1,45
1000112,MZ,45,36.25,3.275,1.8,4.5,3.9,4.85,17.05,0.312960604,0.55062323,5,1000112,36.25,1,45
1000121,MZ,22,38.175,13.325,2.75,4.5,4.6,4.1,22.525,0.445513126,0.503126249,10,1000121,38.175,1,22
1000122,MZ,22,41.375,5.15,1.9,3.7,3.75,4.85,13.925,0.367059944,0.458094021,7.5,1000122,41.375,1,22
1000131,DZ,24,38.125,1.875,1.85,3.3,3.4,4.4,18.175,0.408466174,-0.074819547,0,1000131,38.125,1,24
1000132,DZ,24,34.45,3.95,1.35,4.75,4.9,4.85,19,0.600501265,0.052114687,0,1000132,34.45,1,24
1000141,MZ,24,41.6,16.1,1.4,4.4,4.05,5.1,16.7,0.686639068,0.473247087,5,1000141,41.6,2,48
1000142,MZ,24,38.125,14.425,1.3,4.3,4.2,4.7,15.725,0.756198645,0.704535745,2.5,1000142,38.125,2,48
1000151,DZ,42,39.35,2.275,2,3.7,3.95,3.95,22.25,0.060406582,0.288585064,2.5,1000151,39.35,1,42
1000152,DZ,42,27.475,1.475,1.6,3.05,4.2,4.95,16.925,-0.010554397,0.306946905,0,1000152,27.475,1,42
1000161,MZ,23,24.95,5.475,1.25,2.75,4.05,4.7,21.4,0.529014022,0.483140389,5,1000161,24.95,1,23
1000162,MZ,23,33.525,2,1.15,3.05,3.6,4.6,18.025,0.049632006,0.345643318,0,1000162,33.525,1,23
1000171,MZ,23,35.825,16.25,1.7,3,3.6,4.4,16.975,0.782784763,0.868162296,10,1000171,35.825,1,23
1000172,MZ,23,38.375,12.975,1.45,3.65,4.65,4,16.675,0.447828246,0.765126506,7.5,1000172,38.375,1,23
1000181,DZ,28,38.55,7.9,1.5,2.95,3.45,2.95,16.45,0.361363105,0.221756393,2.5,1000181,38.55,1,28
1000182,DZ,28,39.125,10.125,1.85,4.3,3.5,4.2,23.325,0.213216383,0.016873196,5,1000182,39.125,1,28
1000191,DZ,24,5.475,42.275,1.35,3.15,4.05,3.65,34.525,0.053151765,-0.001499958,2.5,1000191,5.475,2,48
1000192,DZ,24,43.575,8.675,1.5,4.15,3.8,4.1,19.975,0.746893642,0.54524916,10,1000192,43.575,2,48
1000201,MZ,37,42.5,5.15,1.55,3.75,5.1,3.35,21.65,0.29255691,0.537704957,2.5,1000201,42.5,1,37
1000202,MZ,37,38.725,1.775,1.5,4.35,4.95,4.3,13.875,0.039056706,0.147395161,2.5,1000202,38.725,1,37
1000211,DZ,28,33.5,7.125,1.4,3.65,3.6,4.35,15.3,0.69724067,0.779529867,5,1000211,33.5,2,56
1000212,DZ,28,35.125,9.075,1.15,3.5,4.2,3.85,22.725,0.101597185,0.231998289,5,1000212,35.125,2,56
1000221,DZ,26,35.45,6.8,1.5,3.6,3.9,3.6,18.75,0.331797842,0.417639132,0,1000221,35.45,1,26
1000222,DZ,26,44.25,17.85,2.1,4.5,4.45,4.25,21.7,0.507813235,0.803405144,5,1000222,44.25,1,26
